Fasta headers	Protein IDs	Majority protein IDs	Norm_abundance_PAD4_rep1	Norm_abundance_PAD4_rep2	Norm_abundance_PAD4_rep3	Norm_abundance_PAD4_rep4	Norm_abundance_YFP_rep1	Norm_abundance_YFP_rep2	Norm_abundance_YFP_rep3	Norm_abundance_YFP_rep4	log2_PAD4_vs_YFP	pval_PAD4_vs_YFP
AT5G13030.1 | Symbols:  | unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;EXPRESSED IN: 23 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: Unchar	AT5G13030.1	AT5G13030.1	22.75224	22.08716	22.63023	22.29061	29.53076	29.21139	30.10687	30.0483	-7.284269333	1.48E-07
"AT5G13320.1 | Symbols: PBS3, GDG1, WIN3, GH3.12 | Auxin-responsive GH3 family protein | chr5:4268902-4270896 FORWARD LENGTH=575"	AT5G13320.1	AT5G13320.1	22.67973	24.16369	23.75369	23.66156	21.90904	20.49944	23.4279	23.68121	1.185266018	0.190360367
AT5G13430.1 | Symbols:  | Ubiquinol-cytochrome C reductase iron-sulfur subunit | chr5:4305414-4307399 REVERSE LENGTH=272;AT5G13440.1 | Symbols:  | Ubiquinol-cytochrome C reductase iron-sulfur subunit | chr5:4308431-4310022 REVERSE LENGTH=274	AT5G13430.1;AT5G13440.1	AT5G13430.1;AT5G13440.1	25.27835	24.55777	24.99386	24.78506	22.94792	24.02884	23.93742	23.7103	1.247641087	0.005028061
AT5G13450.1 | Symbols: ATP5 | delta subunit of Mt ATP synthase | chr5:4310558-4311941 REVERSE LENGTH=238;AT5G13450.2 | Symbols: ATP5 | delta subunit of Mt ATP synthase | chr5:4310558-4311941 REVERSE LENGTH=190	AT5G13450.1;AT5G13450.2	AT5G13450.1;AT5G13450.2	23.89929	24.26492	23.63157	23.47407	22.72507	22.26402	22.61275	22.75855	1.227365017	0.001019229
AT5G13490.2 | Symbols: AAC2 | ADP/ATP carrier 2 | chr5:4336034-4337379 FORWARD LENGTH=385;AT5G13490.1 | Symbols: AAC2 | ADP/ATP carrier 2 | chr5:4336034-4337379 FORWARD LENGTH=385	AT5G13490.2;AT5G13490.1	AT5G13490.2;AT5G13490.1	29.03415	28.75535	29.23759	29.141	27.17312	27.25458	26.88577	28.11466	1.684988976	0.001030756
AT5G13510.1 | Symbols:  | Ribosomal protein L10 family protein | chr5:4341294-4341956 FORWARD LENGTH=220	AT5G13510.1	AT5G13510.1	22.82108	23.07777	23.18009	22.42864	19.0937	21.80215	19.2755	19.71721	2.904757023	0.004118012
AT5G13530.2 | Symbols: KEG | protein kinases;ubiquitin-protein ligases | chr5:4345618-4354369 FORWARD LENGTH=1624;AT5G13530.1 | Symbols: KEG | protein kinases;ubiquitin-protein ligases | chr5:4345618-4354369 FORWARD LENGTH=1625	AT5G13530.2;AT5G13530.1	AT5G13530.2;AT5G13530.1	23.03063	22.62232	22.41106	22.5345	22.80965	22.33358	20.40459	20.08836	1.24058342	0.124227813
"AT5G13630.1 | Symbols: GUN5, CCH, CHLH, CCH1, ABAR | magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH) | chr5:4387567-4392082 REVERSE LENGTH=1381;AT5G13630.2 | Symbols: GUN5, CCH, CHLH, CCH1, ABAR | m"	AT5G13630.1;AT5G13630.2	AT5G13630.1;AT5G13630.2	24.29158	23.05748	23.42432	23.65524	23.46787	19.61585	20.23339	19.68011	2.857850552	0.024013499
AT5G13650.1 | Symbols:  | elongation factor family protein | chr5:4397821-4402364 FORWARD LENGTH=675;AT5G13650.2 | Symbols:  | elongation factor family protein | chr5:4397821-4402364 FORWARD LENGTH=676	AT5G13650.1;AT5G13650.2	AT5G13650.1;AT5G13650.2	25.06608	24.40191	25.57103	25.2514	24.87117	23.51208	22.42429	23.12877	1.588527203	0.031792162
AT5G13780.1 | Symbols:  | Acyl-CoA N-acyltransferases (NAT) superfamily protein | chr5:4447610-4448603 REVERSE LENGTH=192	AT5G13780.1	AT5G13780.1	23.18439	23.61504	23.42201	23.20652	20.05049	22.62956	22.58669	22.80615	1.338766098	0.090902298
AT5G14040.1 | Symbols: PHT3;1 | phosphate transporter 3;1 | chr5:4531059-4532965 REVERSE LENGTH=375	AT5G14040.1;AT3G48850.1	AT5G14040.1	27.99739	27.88629	28.14365	28.22232	26.33593	27.01723	26.84038	26.90587	1.28756237	0.000261305
AT5G14320.2 | Symbols:  | Ribosomal protein S13/S18 family | chr5:4618189-4618772 REVERSE LENGTH=128;AT5G14320.1 | Symbols:  | Ribosomal protein S13/S18 family | chr5:4617839-4618772 REVERSE LENGTH=169	AT5G14320.2;AT5G14320.1	AT5G14320.2;AT5G14320.1	22.65248	22.54501	22.90511	22.68434	22.55651	23.6058	22.21531	19.96522	0.611021519	0.457672065
"AT5G14740.2 | Symbols: CA2, CA18, BETA CA2 | carbonic anhydrase 2 | chr5:4760536-4762382 FORWARD LENGTH=259;AT5G14740.1 | Symbols: CA2, CA18, BETA CA2 | carbonic anhydrase 2 | chr5:4758257-4762382 FORWARD LENGTH=331;AT5G14740.5 | Symbols: CA2, CA18, BETA C"	AT5G14740.2;AT5G14740.1;AT5G14740.5;AT5G14740.4;AT5G14740.3	AT5G14740.2;AT5G14740.1;AT5G14740.5;AT5G14740.4;AT5G14740.3	31.17194	30.85957	30.98787	30.99186	29.78804	29.68908	29.28787	29.55382	1.423108578	2.89E-05
AT5G14780.1 | Symbols: FDH | formate dehydrogenase | chr5:4777043-4779190 FORWARD LENGTH=384	AT5G14780.1	AT5G14780.1	27.46092	27.93247	27.1961	26.13153	28.23772	27.12898	27.09527	27.37393	-0.278718472	0.571181622
AT5G14910.1 | Symbols:  | Heavy metal transport/detoxification superfamily protein  | chr5:4823815-4825196 FORWARD LENGTH=178	AT5G14910.1	AT5G14910.1	25.55374	25.45566	25.2231	24.80386	24.95456	23.796	22.97757	23.24947	1.514689922	0.017844627
AT5G14930.2 | Symbols: SAG101 | senescence-associated gene 101 | chr5:4828754-4830769 FORWARD LENGTH=537	AT5G14930.2;AT5G14930.3;AT5G14930.1	AT5G14930.2	30.34393	18.22477	18.56127	18.49271	16.69765	19.75387	20.31628	18.38473	2.617537975	0.429065073
"AT5G15090.2 | Symbols: VDAC3 | voltage dependent anion channel 3 | chr5:4889641-4891389 REVERSE LENGTH=274;AT5G15090.1 | Symbols: VDAC3, ATVDAC3 | voltage dependent anion channel 3 | chr5:4889641-4891389 REVERSE LENGTH=274"	AT5G15090.2;AT5G15090.1	AT5G15090.2;AT5G15090.1	26.62701	27.26803	26.47161	27.04999	24.88423	24.04318	24.26356	23.35407	2.717898369	0.00030487
AT5G15200.1 | Symbols:  | Ribosomal protein S4 | chr5:4935124-4936334 REVERSE LENGTH=198;AT5G15200.2 | Symbols:  | Ribosomal protein S4 | chr5:4935602-4936334 REVERSE LENGTH=156;AT5G39850.1 | Symbols:  | Ribosomal protein S4 | chr5:15950053-15951171 FORWAR	AT5G15200.1;AT5G15200.2;AT5G39850.1	AT5G15200.1;AT5G15200.2;AT5G39850.1	26.05741	26.06548	25.98932	25.83925	26.97027	26.17659	25.82852	25.87982	-0.225933075	0.432705902
AT5G15400.1 | Symbols:  | U-box domain-containing protein | chr5:4997764-5002907 REVERSE LENGTH=1038	AT5G15400.1	AT5G15400.1	22.94433	21.85205	19.83243	23.01033	20.40246	19.37388	19.59608	20.96694	1.82494688	0.069668936
AT5G15490.1 | Symbols:  | UDP-glucose 6-dehydrogenase family protein | chr5:5027872-5029314 REVERSE LENGTH=480	AT5G15490.1	AT5G15490.1	21.40359	21.67401	20.60675	21.17371	20.33606	19.53695	19.79713	20.40249	1.19635725	0.008271195
"AT5G15650.1 | Symbols: RGP2, ATRGP2 | reversibly glycosylated polypeptide 2 | chr5:5092203-5094093 FORWARD LENGTH=360"	AT5G15650.1;AT3G08900.1;AT5G50750.1	AT5G15650.1	25.99675	25.46712	24.78626	24.84532	23.58003	22.31321	20.48753	23.04665	2.917007923	0.007292473
AT5G16010.1 | Symbols:  | 3-oxo-5-alpha-steroid 4-dehydrogenase family protein | chr5:5227982-5229012 FORWARD LENGTH=268	AT5G16010.1	AT5G16010.1	22.40611	21.84318	22.96747	22.4002	18.9302	21.29519	21.87965	19.99639	1.878886223	0.036370271
"AT5G16050.1 | Symbols: GRF5, GF14 UPSILON | general regulatory factor 5 | chr5:5244008-5245402 REVERSE LENGTH=268"	AT5G16050.1	AT5G16050.1	23.06978	19.27849	22.74923	22.90692	19.77826	19.89432	19.49414	19.01509	2.45565176	0.038619645
AT5G16070.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr5:5247549-5251050 REVERSE LENGTH=535	AT5G16070.1	AT5G16070.1	22.9377	22.28255	21.60815	22.49094	21.78465	21.46936	21.1213	19.28817	1.413966656	0.063994165
AT5G16130.1 | Symbols:  | Ribosomal protein S7e family protein | chr5:5268984-5269912 FORWARD LENGTH=190	AT5G16130.1	AT5G16130.1	25.50691	25.70546	25.45491	24.84441	25.42921	25.285	25.51042	25.64227	-0.08880043	0.673121745
AT5G16280.2 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:5323377-5331345 REVERSE LENGTH=1244;AT5G16280.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:5323377-5331345 REVERSE LENGTH=1272	AT5G16280.2;AT5G16280.1	AT5G16280.2;AT5G16280.1	23.00211	22.45899	22.87093	22.20958	20.34989	21.63604	19.82362	19.67676	2.26382637	0.00332832
"AT5G16660.2 | Symbols:  | unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast, membrane;EXPRESSED IN: 23 plant structures;EXPRESSED DURING: 14 growth stages;BEST Arabidopsis thalian"	AT5G16660.2;AT5G16660.1	AT5G16660.2;AT5G16660.1	22.69504	23.07915	22.4938	22.89069	21.72338	20.62059	19.62673	20.37363	2.203588486	0.002776874
AT5G16715.1 | Symbols: EMB2247 | ATP binding;valine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases | chr5:5485353-5493229 FORWARD LENGTH=974	AT5G16715.1	AT5G16715.1	22.98426	23.80843	23.06095	23.83788	19.01719	19.64342	18.90364	19.68893	4.109586239	1.13E-05
AT5G16840.3 | Symbols: BPA1 | binding partner of acd11 1 | chr5:5536042-5538026 FORWARD LENGTH=257;AT5G16840.1 | Symbols: BPA1 | binding partner of acd11 1 | chr5:5536042-5538026 FORWARD LENGTH=259;AT5G16840.2 | Symbols: BPA1 | binding partner of acd11 1 |	AT5G16840.3;AT5G16840.1;AT5G16840.2	AT5G16840.3;AT5G16840.1;AT5G16840.2	21.39441	21.38953	22.30755	22.07718	20.59096	20.23347	19.64269	20.0669	1.658662796	0.00166242
"AT5G16970.1 | Symbols: AT-AER, AER | alkenal reductase | chr5:5576291-5578001 REVERSE LENGTH=345"	AT5G16970.1;AT5G16990.1;AT5G17000.1;AT5G16960.1;AT1G26320.2;AT3G03080.1;AT1G65560.1;AT1G26320.1	AT5G16970.1	22.3	23.4711	22.50038	22.06861	21.66783	20.02267	19.98632	21.73298	1.732572079	0.024202254
"AT5G17020.2 | Symbols: XPO1A | exportin 1A | chr5:5594904-5602467 FORWARD LENGTH=1060;AT5G17020.1 | Symbols: XPO1A, ATCRM1, ATXPO1, XPO1, HIT2 | exportin 1A | chr5:5594904-5602467 FORWARD LENGTH=1075"	AT5G17020.2;AT5G17020.1	AT5G17020.2;AT5G17020.1	22.45819	22.14554	22.96601	22.56637	20.87143	19.5219	19.49518	19.60556	2.660510063	0.000388135
AT5G17170.1 | Symbols: ENH1 | rubredoxin family protein | chr5:5649335-5650975 FORWARD LENGTH=271;AT5G17170.2 | Symbols: ENH1 | rubredoxin family protein | chr5:5649335-5650835 FORWARD LENGTH=224	AT5G17170.1;AT5G17170.2	AT5G17170.1;AT5G17170.2	25.18646	25.48631	25.47537	25.72598	25.10382	24.18101	24.22861	24.905	0.86392355	0.015756846
AT5G17380.1 | Symbols:  | Thiamine pyrophosphate dependent pyruvate decarboxylase family protein | chr5:5724920-5726720 REVERSE LENGTH=572	AT5G17380.1	AT5G17380.1	24.79159	24.98941	24.25328	24.72505	24.13375	23.20361	23.63034	24.05556	0.934014797	0.012530673
"AT5G17523.1 | Symbols:  | Similar to Maltose excess protein 1 | chr5:5775768-5777231 REVERSE LENGTH=261;AT5G17520.1 | Symbols: RCP1, MEX1 | root cap 1 (RCP1) | chr5:5772796-5775231 REVERSE LENGTH=415"	AT5G17523.1;AT5G17520.1	AT5G17523.1;AT5G17520.1	21.80813	21.74977	21.7348	19.56411	19.53994	19.52893	20.46605	21.02904	1.073212624	0.156262911
"AT5G17920.2 | Symbols: ATCIMS | Cobalamin-independent synthase family protein | chr5:5935771-5939195 FORWARD LENGTH=765;AT5G17920.1 | Symbols: ATCIMS, ATMETS, ATMS1 | Cobalamin-independent synthase family protein | chr5:5935771-5939195 FORWARD LENGTH=765"	AT5G17920.2;AT5G17920.1;AT5G20980.2;AT5G20980.1;AT2G43800.1	AT5G17920.2;AT5G17920.1	29.44535	29.79405	29.49831	29.99172	29.85788	29.71275	29.13232	29.60735	0.104784966	0.624088329
"AT5G17990.1 | Symbols: TRP1, pat1 | tryptophan biosynthesis 1 | chr5:5957330-5959681 FORWARD LENGTH=444"	AT5G17990.1	AT5G17990.1	24.93773	24.60416	24.11823	24.05416	23.56941	19.55287	20.35163	20.61994	3.405108452	0.009279823
AT5G18170.1 | Symbols: GDH1 | glutamate dehydrogenase 1 | chr5:6006172-6008248 FORWARD LENGTH=411	AT5G18170.1	AT5G18170.1	25.61714	25.16951	24.81953	24.3362	20.16934	20.02081	21.05886	19.38099	4.828098297	3.37E-05
AT5G18380.2 | Symbols:  | Ribosomal protein S5 domain 2-like superfamily protein | chr5:6090128-6090693 REVERSE LENGTH=144;AT5G18380.1 | Symbols:  | Ribosomal protein S5 domain 2-like superfamily protein | chr5:6090253-6090693 REVERSE LENGTH=146;AT5G18380.	AT5G18380.2;AT5G18380.1;AT5G18380.3;AT3G04230.1	AT5G18380.2;AT5G18380.1;AT5G18380.3	26.56909	26.70398	26.81751	26.27847	26.56747	26.99086	26.32327	26.5424	-0.013735294	0.942172656
AT5G18420.3 | Symbols:  | unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: cellular_component unknown;EXPRESSED IN: 25 plant structures;EXPRESSED DURING: 15 growth stages;CONTAINS InterPro D	AT5G18420.3;AT5G18420.1;AT5G18420.2	AT5G18420.3;AT5G18420.1;AT5G18420.2	23.77957	23.23732	23.9917	23.03065	20.50223	20.09415	21.30307	20.07359	3.016548634	0.00017021
AT5G18550.1 | Symbols:  | Zinc finger C-x8-C-x5-C-x3-H type family protein | chr5:6160515-6162729 FORWARD LENGTH=465	AT5G18550.1	AT5G18550.1	19.63194	18.6738	18.77837	19.21913	23.80637	24.26449	25.00084	24.46108	-5.30738306	3.73E-06
AT5G18660.1 | Symbols: PCB2 | NAD(P)-binding Rossmann-fold superfamily protein | chr5:6220872-6222125 REVERSE LENGTH=417	AT5G18660.1	AT5G18660.1	20.92318	18.38639	21.20246	21.26381	19.78309	21.32848	20.05448	20.19432	0.103867531	0.897006517
"AT5G19220.1 | Symbols: ADG2, APL1 | ADP glucose pyrophosphorylase large subunit 1 | chr5:6463931-6466775 REVERSE LENGTH=522"	AT5G19220.1;AT1G27680.1;AT4G39210.1;AT2G21590.2;AT2G21590.1	AT5G19220.1	25.30016	25.17085	25.02331	24.74714	25.25958	24.29334	23.73624	25.684	0.317079544	0.516236064
AT5G19370.1 | Symbols:  | rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein | chr5:6524247-6526629 REVERSE LENGTH=299	AT5G19370.1	AT5G19370.1	26.34094	26.16244	26.08845	26.59078	24.88967	25.12108	25.38271	25.22931	1.13996172	0.000294972
AT5G19400.3 | Symbols: SMG7 | Telomerase activating protein Est1 | chr5:6540603-6544262 FORWARD LENGTH=1059;AT5G19400.2 | Symbols: SMG7 | Telomerase activating protein Est1 | chr5:6540603-6544262 FORWARD LENGTH=1059;AT5G19400.1 | Symbols: SMG7 | Telomerase	AT5G19400.3;AT5G19400.2;AT5G19400.1	AT5G19400.3;AT5G19400.2;AT5G19400.1	22.32606	22.01546	22.31222	22.45934	21.16521	19.9973	20.22062	20.15844	1.892876625	0.000514051
AT5G19485.1 | Symbols:  | transferases;nucleotidyltransferases | chr5:6573907-6576352 REVERSE LENGTH=456	AT5G19485.1	AT5G19485.1	23.83268	23.70788	23.16051	23.58566	21.48139	21.0549	20.2003	20.29421	2.813984871	0.000170573
AT5G19510.1 | Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr5:6581854-6583137 REVERSE LENGTH=224	AT5G19510.1;AT5G12110.1	AT5G19510.1	24.74858	24.64938	24.25645	24.62606	25.33019	24.75236	25.49601	24.05009	-0.337046623	0.365631918
"AT5G19550.1 | Symbols: ASP2, AAT2 | aspartate aminotransferase 2 | chr5:6598201-6601597 FORWARD LENGTH=405"	AT5G19550.1;AT1G62800.1;AT1G62800.2	AT5G19550.1	26.79934	26.61189	27.17035	26.75863	25.6602	26.0671	25.05403	25.56401	1.248717308	0.001998634
"AT5G19620.1 | Symbols: EMB213, OEP80, ATOEP80, TOC75 | outer envelope protein of 80 kDa | chr5:6623323-6627641 FORWARD LENGTH=732"	AT5G19620.1	AT5G19620.1	23.60569	24.0135	23.04722	23.6111	24.65316	19.38026	23.14552	19.76295	1.833905697	0.209303569
AT5G19690.1 | Symbols: STT3A | staurosporin and temperature sensitive 3-like A | chr5:6652649-6658214 FORWARD LENGTH=779	AT5G19690.1	AT5G19690.1	22.17682	22.09481	22.47909	22.17197	21.87339	22.23658	22.6856	22.11223	0.003726482	0.985021428
AT5G19760.1 | Symbols:  | Mitochondrial substrate carrier family protein | chr5:6679591-6681845 REVERSE LENGTH=298	AT5G19760.1	AT5G19760.1	28.29268	28.23868	28.04864	28.03957	24.98746	24.99179	24.57092	26.00915	3.015061855	7.16E-05
AT5G19780.1 | Symbols: TUA5 | tubulin alpha-5 | chr5:6687212-6688926 FORWARD LENGTH=450;AT5G19770.1 | Symbols: TUA3 | tubulin alpha-3 | chr5:6682761-6684474 REVERSE LENGTH=450	AT5G19780.1;AT5G19770.1	AT5G19780.1;AT5G19770.1	26.85139	27.02369	25.8274	26.57137	26.55903	26.26428	26.41865	27.30322	-0.067831993	0.852869346
AT5G19850.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr5:6709976-6711662 REVERSE LENGTH=359	AT5G19850.1	AT5G19850.1	19.87223	20.02237	22.14361	19.97266	20.01902	20.65801	20.28764	21.58303	-0.134209633	0.8421889
AT5G19940.2 | Symbols:  | Plastid-lipid associated protein PAP / fibrillin family protein | chr5:6739693-6740747 FORWARD LENGTH=235;AT5G19940.1 | Symbols:  | Plastid-lipid associated protein PAP / fibrillin family protein | chr5:6739693-6740661 FORWARD LEN	AT5G19940.2;AT5G19940.1	AT5G19940.2;AT5G19940.1	21.18858	20.93596	21.96776	22.61957	18.83078	20.46764	20.2611	19.5828	1.892388344	0.012032756
"AT5G19990.1 | Symbols: RPT6A, ATSUG1 | regulatory particle triple-A ATPase 6A | chr5:6752144-6754918 FORWARD LENGTH=419"	AT5G19990.1	AT5G19990.1	27.9061	27.94162	27.56928	27.47707	27.12376	27.21299	26.93988	27.87455	0.435721874	0.113261859
"AT5G20010.1 | Symbols: RAN-1, RAN1, ATRAN1 | RAS-related nuclear protein-1 | chr5:6760364-6761747 FORWARD LENGTH=221;AT5G55190.1 | Symbols: RAN3, ATRAN3 | RAN GTPase 3 | chr5:22392285-22393957 FORWARD LENGTH=221;AT5G20020.1 | Symbols: RAN2 | RAS-related GT"	AT5G20010.1;AT5G55190.1;AT5G20020.1	AT5G20010.1;AT5G55190.1;AT5G20020.1	27.41426	27.34655	27.19667	26.45649	27.23954	27.07316	27.01765	27.14433	-0.015181541	0.948523088
AT5G20160.1 | Symbols:  | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr5:6804075-6805102 REVERSE LENGTH=128;AT5G20160.2 | Symbols:  | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr5:6804075-6805102 REVERSE LENGTH=160;AT4G22380.	AT5G20160.1;AT5G20160.2;AT4G22380.1;AT5G20160.3	AT5G20160.1;AT5G20160.2;AT4G22380.1	20.87837	22.45674	23.07223	22.14548	24.46762	23.10394	22.55051	20.43007	-0.499832153	0.620464251
AT5G20250.4 | Symbols: DIN10 | Raffinose synthase family protein | chr5:6833730-6836635 FORWARD LENGTH=844;AT5G20250.3 | Symbols: DIN10 | Raffinose synthase family protein | chr5:6834207-6836635 FORWARD LENGTH=749;AT5G20250.2 | Symbols: DIN10 | Raffinose s	AT5G20250.4;AT5G20250.3;AT5G20250.2;AT5G20250.1	AT5G20250.4;AT5G20250.3;AT5G20250.2;AT5G20250.1	26.9673	27.37766	27.17026	26.24227	25.23509	24.75517	25.33715	23.43987	2.247552395	0.004175349
"AT5G20280.1 | Symbols: ATSPS1F, SPS1F | sucrose phosphate synthase 1F | chr5:6844994-6849997 REVERSE LENGTH=1043"	AT5G20280.1;AT5G11110.1;AT1G04920.1	AT5G20280.1	25.54062	25.29271	25.70306	24.3505	26.2596	24.43816	25.42496	24.75979	0.001092434	0.998339495
AT5G20290.1 | Symbols:  | Ribosomal protein S8e family protein | chr5:6851695-6853012 REVERSE LENGTH=222	AT5G20290.1	AT5G20290.1	25.42313	26.36018	25.97876	25.423	25.33235	24.53854	24.46014	24.83971	1.003584385	0.016063528
"AT5G20490.1 | Symbols: XIK, ATXIK, XI-17 | Myosin family protein with Dil domain | chr5:6927064-6936825 REVERSE LENGTH=1545;AT5G20490.2 | Symbols: XIK, ATXIK, XI-17 | Myosin family protein with Dil domain | chr5:6927064-6936079 REVERSE LENGTH=1465"	AT5G20490.1;AT5G20490.2;AT1G54560.1;AT1G08730.1;AT5G20470.1;AT2G31900.1	AT5G20490.1;AT5G20490.2	23.28051	23.78975	23.64306	24.38324	24.6345	25.72936	25.49088	27.34706	-2.026308537	0.016110382
"AT5G20570.1 | Symbols: ROC1, RBX1, HRT1, ATRBX1 | RING-box 1 | chr5:6956905-6958221 REVERSE LENGTH=118;AT5G20570.3 | Symbols: ROC1, RBX1, HRT1, ATRBX1 | RING-box 1 | chr5:6956905-6958221 REVERSE LENGTH=136;AT5G20570.2 | Symbols: ROC1, RBX1, HRT1, ATRBX1 |"	AT5G20570.1;AT5G20570.3;AT5G20570.2	AT5G20570.1;AT5G20570.3;AT5G20570.2	22.21818	22.1358	22.00261	22.34646	21.49305	19.95074	20.48368	21.42767	1.336977959	0.012842899
"AT5G20630.1 | Symbols: GLP3, GLP3A, GLP3B, ATGER3, GER3 | germin 3 | chr5:6975315-6975950 REVERSE LENGTH=211"	AT5G20630.1	AT5G20630.1	27.29026	27.10739	26.68846	26.74201	25.79427	25.80762	25.93456	25.12258	1.292274952	0.001476943
"AT5G20720.3 | Symbols: CPN20 | chaperonin 20 | chr5:7015015-7016354 FORWARD LENGTH=253;AT5G20720.2 | Symbols: CPN20, CPN10, CHCPN10, ATCPN21, CPN21 | chaperonin 20 | chr5:7015015-7016354 FORWARD LENGTH=253;AT5G20720.1 | Symbols: CPN20, CPN10, CHCPN10, ATCP"	AT5G20720.3;AT5G20720.2;AT5G20720.1	AT5G20720.3;AT5G20720.2;AT5G20720.1	20.06155	19.07577	19.96676	18.76693	25.24311	24.30862	23.84163	23.10431	-4.656665325	0.000150928
"AT5G20830.2 | Symbols: SUS1, ASUS1, atsus1 | sucrose synthase 1 | chr5:7050599-7054032 REVERSE LENGTH=808;AT5G20830.1 | Symbols: SUS1, ASUS1, atsus1 | sucrose synthase 1 | chr5:7050599-7054032 REVERSE LENGTH=808"	AT5G20830.2;AT5G20830.1;AT3G43190.1;AT4G02280.1;AT5G49190.1	AT5G20830.2;AT5G20830.1	24.89671	24.81739	25.40406	24.94047	22.4539	23.64801	19.80259	20.94804	3.30151844	0.008275466
AT5G20890.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr5:7087020-7089906 REVERSE LENGTH=527	AT5G20890.1	AT5G20890.1	24.80292	24.60738	25.10438	25.179	24.74011	24.20762	24.06283	24.03423	0.66222477	0.020204197
AT5G20950.2 | Symbols:  | Glycosyl hydrolase family protein | chr5:7107609-7110775 REVERSE LENGTH=624;AT5G20950.1 | Symbols:  | Glycosyl hydrolase family protein | chr5:7107609-7110775 REVERSE LENGTH=624	AT5G20950.2;AT5G20950.1	AT5G20950.2;AT5G20950.1	21.14065	19.77824	19.53981	20.99214	19.51075	21.14613	21.22576	20.83522	-0.316758156	0.599761896
"AT5G20990.1 | Symbols: B73, SIR4, CNX, CHL6, CNX1 | molybdopterin biosynthesis CNX1 protein / molybdenum cofactor biosynthesis enzyme CNX1 (CNX1) | chr5:7128737-7133397 REVERSE LENGTH=670"	AT5G20990.1	AT5G20990.1	22.00388	21.81425	22.81662	21.60173	20.5606	19.64014	19.94531	20.56901	1.880354881	0.001763714
"AT5G21274.1 | Symbols: CAM6, ACAM-6 | calmodulin 6 | chr5:7214740-7215950 REVERSE LENGTH=149;AT3G56800.1 | Symbols: CAM3, acam-3 | calmodulin 3 | chr3:21034981-21035920 REVERSE LENGTH=149;AT3G43810.1 | Symbols: CAM7 | calmodulin 7 | chr3:15664619-15666355"	AT5G21274.1;AT3G56800.1;AT3G43810.1;AT2G41110.1;AT2G27030.1;AT2G27030.3;AT2G41110.2;AT2G27030.2;AT5G37780.1;AT1G66410.1;AT1G66410.2;AT5G37780.2;AT5G37780.3	AT5G21274.1;AT3G56800.1;AT3G43810.1;AT2G41110.1;AT2G27030.1;AT2G27030.3;AT2G41110.2;AT2G27030.2;AT5G37780.1;AT1G66410.1;AT1G66410.2;AT5G37780.2;AT5G37780.3	24.86226	25.50954	24.7134	24.96548	25.33279	24.93859	24.72858	25.0362	0.003629684	0.987028337
AT5G21326.1 | Symbols:  | Ca2+regulated serine-threonine protein kinase family protein | chr5:7218081-7221743 FORWARD LENGTH=439	AT5G21326.1	AT5G21326.1	22.40572	22.94412	22.56967	22.32394	21.32472	19.94086	19.94043	19.89475	2.285668373	0.000901563
AT5G21430.1 | Symbols:  | Chaperone DnaJ-domain superfamily protein | chr5:7222294-7223400 FORWARD LENGTH=218;AT5G21430.2 | Symbols:  | Chaperone DnaJ-domain superfamily protein | chr5:7222294-7223400 FORWARD LENGTH=217	AT5G21430.1;AT5G21430.2	AT5G21430.1;AT5G21430.2	19.24982	19.39711	19.67422	20.1025	20.34743	20.99631	19.69275	19.43382	-0.511665821	0.245289592
"AT5G21930.3 | Symbols: PAA2 | P-type ATPase of Arabidopsis 2 | chr5:7243129-7248721 FORWARD LENGTH=860;AT5G21930.2 | Symbols: PAA2, HMA8 | P-type ATPase of Arabidopsis 2 | chr5:7243129-7248721 FORWARD LENGTH=883;AT5G21930.1 | Symbols: PAA2, HMA8, ATHMA8 |"	AT5G21930.3;AT5G21930.2;AT5G21930.1	AT5G21930.3;AT5G21930.2;AT5G21930.1	21.97271	21.38596	22.26774	22.59692	19.75926	19.37226	19.75143	20.56013	2.195059776	0.000868533
"AT5G22060.1 | Symbols: ATJ2, J2 | DNAJ homologue 2 | chr5:7303798-7305668 REVERSE LENGTH=419"	AT5G22060.1	AT5G22060.1	24.64785	25.70815	25.6708	25.40925	22.50465	20.91474	21.37857	21.46359	3.793623447	9.79E-05
